Nänäre north=Assajee south=Lalale east=Inkö west=Vääkän
Tori north=Ähinnä south=Pavuvekkis east=Ässülkä west=Ästää
Pote north=Leppün south=Ääskistöüppi east=Ännes west=Tahjo
Vaates north=Äähkämää south=Enhi east=Ijaan west=Nosti
Satseho north=Rääljänönkä south=Samua east=Sünää west=Kättöötö
Tula north=Äkerjäppö south=Akamoon east=Nekimo west=Hähe
Äünäsöüpänään north=Säslö south=Enküün east=Alje west=Aliska
Tiliihängäärjään north=Köüvöhäs south=Öhmäälän east=Ajirvis west=Möönenörääntän
Aanpeton north=Lehma south=Rirkipantaa east=Naakkima west=Aavaas
Öljin north=Ooleeton south=Ilmaatta east=Lantalla west=Esöhükö
Ristö north=Hihoikoostikko south=Sortos east=Ärjämmemäkkii west=Änehäärten
Lodis north=Oluraa south=Sevitünäntä east=Läärööttä west=Ehtaala
Ekkenataastaan north=Äveni south=Ööläärrätö east=Vastattaanta west=Immüühe
Lenen north=Könmä south=Hotton east=Serilvä west=Iteetin
Appaames north=Äppöhi south=Ihirire east=Alluunun west=Reles
Kideesmellö north=Mänödö south=Älle east=Köössänti west=Äüli
Öhtittei north=Senisin south=Teri east=Kivulin west=Naannale
Önöökääpänää north=Terutaastitti south=Veke east=Tihööspön west=Isüväsi
Koolkoo north=Nerit south=Nitäsvülintä east=Aihes west=Olmein
Aullaa north=Kunhoottat south=Nüken east=Ölmekkiti west=Ilminäästä
Nitovokahja north=Tedö south=Lanleesihes east=Ini west=Aultas
Sapatsa north=Mäime south=Aulakken east=Nüükkö west=Köjää
Atoo north=Aihaihalko south=Äkävin east=Estesto west=Ejaattena
Arja north=Lästi south=Rommalta east=Elkellee west=Jätön
Rüülä north=Pekään east=Sahtammitape west=Pokso
Kaksi north=Aastaaskipua south=Äänkäs east=Aake west=Koolesestettaas
Sipekäti north=Jinään south=Enkotti east=Sehlet west=Aalkaa
Kimösteve north=Akaanan south=Sütä east=Tinte west=Istä
Äätääjää north=Ootela south=Inös east=Tetulaski west=Haaves
Nöötüsäs north=Arili south=Irjedi east=Aurellaas
Menan north=Toksapavan south=Ikannusanti east=Käpöötkempäs west=Atesotas
Isa north=Muulujerkuustii south=Tistieni east=Kepitäs west=Teppele
Mohjikit north=Türenöön south=Tili east=Häästö west=Nuutsiska
Ittäs north=Pinäänä south=Kettühdälä east=Tavooton west=Ivajo
Irhelaa north=Akun east=Nolli west=Ihtonera
Eha north=Pälälvä south=Jäkölmüsörte east=Rivo west=Niti
Ämeväs north=Äüntärä south=Ääjän east=Naakoos west=Nööde
Ineltoo north=Säästümän south=Etinteesa east=Tirre west=Mermi
Mastostastaa north=Ranerri south=Ajokkohki east=Äädä west=Itagi
Oka north=Käköö south=Ehekasaan east=Enaas west=Aho
Lila north=Saartakes south=Örjää west=Tila
Luumerkerjin north=Ateenkenise south=Äühittä east=Aakuli west=Tüpimpekes
Elipi north=Inälö south=Telööläs east=Ranastit west=Rärkes
Mäske north=Näätälin south=Ääräärri east=Kestemoron west=Ihitaa
Alma north=Eri south=Ikkakie east=Iküüs west=Lenäle
Aludes north=Vepetakas south=Aittisto east=Rampi west=Tulaamistaisin
Puusvan north=Saahas south=Naastati west=Ivärrösägä
Sakuna north=Käsä south=Rastarjiskasar east=Tippooki west=Atouja
Irahmevasi north=Kalisesuuhkin south=Oharra east=Osoosta west=Tetulaski
Räähjä north=Ohoon south=Ajasta east=Aamua west=Äüväppe
Iväke north=Jääseli south=Lägeken east=Peppüürää west=Imösläpelkän
Ellentüüköhää north=Ausos south=Tidoola east=Emohtoo west=Lätä
Eron north=Suutua south=Mäppe east=Nununpenehi west=Eesii
Asalin north=Arkis south=Ollalvi east=Nästöhi west=Lupatimesta
Käänilä north=Ehäni south=Eitä east=Losaana west=Kokis
Ölle north=Ninä south=Vöüsäkäräsä east=Löpijäästä west=Atestan
Oovarti north=Isentään south=Arulus east=Tame west=Enaaspa
Nenta north=Atti south=Rontus east=Aadi west=Tellö
Aanta north=Ostalo south=Sääkelääs east=Tejä west=Önnödä
Eneetikki north=Ätemääkkää south=Atakkin east=Ego west=Öörtihä
Tärrölipä north=Taruosan south=Moraahasiro east=Puusuus west=Vikkamo
Äsüüs north=Auhrilaas south=Väkkä east=Nilölmä west=Äkimpä
Testerrappanas north=Luummali south=Onus east=Ädüs west=Settin
Almootis north=Anma south=Elvippe east=Äkkenin west=Asteen
Ööjätin north=Iloo south=Rirorkontovo east=Aneraskua west=Isti
Kora north=Oljoksi south=Alis east=Tääsentihtöstis west=Illes
Raarhalkai north=Ehaala south=Imatte east=Ättüüppi west=Eikke
Aassika north=Änärilüs south=Kenis east=Histilää west=Asirji
Äskää north=Äällen south=Etes east=Pekkun west=Hölöö
Loorraran north=Nööskönös south=Lätire east=Karon west=Humo
Ivaa north=Ileris south=Iinän east=Vata west=Löte
Änäütis north=Tirjuro south=Loose east=Örives west=Ilvoonmennitka
Läskältä north=Vaaratkurra south=Nuroongeti east=Höksüsinnä west=Karsise
Ölmekkiti north=Aavi south=Ärääse east=Elvila west=Aullaa
Töntüs north=Vekkä south=Rüülähviireppöö east=Nihaskanes west=Ritäpätö
Lüülän north=Linosumataas south=Kuro east=Menetä west=Ilärjäs
Sasena north=Anuuksarja south=Tittünkä east=Lören west=Elä
Teveläävüümö north=Tostis south=Eksositkukka east=Nörüse west=Emään
Äpepselä north=Viken south=Sisistovito east=Linehi west=Ältäänkä
Sapahdunes north=Päten south=Kikö east=Taalli west=Iiso
Sääläse north=Sintöplin south=Lentösä east=Atsaan west=Seksaankila
Peläsä north=Ihjo south=Jooroova east=Küünääksä west=Iske
Tuuvi north=Äsööreihüsi south=Ipaasirto east=Ämöönsä west=Källünsükän
Nikkihin north=Kinaa south=Tirhasaa east=Ättin west=Tileha
Äümää north=Älpä south=Kijünää east=Ertä west=Ehi
Ire north=Oloo south=Änän east=Issi west=Tiroo
Elmaaventi north=Äärävötteekö south=Evüünten east=Pünkä west=Höjä
Pare north=Iketten south=Milmaanka east=Neessa west=Ollitunuulet
Isökkä north=Onniheree south=Altos east=Tilüs west=Änärhänni
Ätsääs north=Nema south=Hasaa east=Tönsüütimin west=Kilkättensökki
Tuutoten north=Meltä south=Irräkrün east=Kinää west=Sisvuules
Tänmöö north=Kittinerjösi south=Testoo east=Kidipitö west=Etenüä
Auhdusas north=Määllevüürisä south=Isvä east=Kiräs west=Ernuda
Ekkää north=Ivöünäs south=Aansaa east=Latoo west=Nekäin
Siipaluuvan north=Pärve south=Lililonelmo east=Lirjen west=Ause
Ärüün north=Kilje south=Lena east=Otamee west=Sisaasnua
Nölkilmönän north=Pilata south=Ööllönnöörää east=Ötteltö west=Öres
Aamua north=Ejuuma south=Tärtöhääs east=Kuusse west=Räähjä
Nänsö north=Nüütte south=Enöö east=Änäsilä west=Övüügin
Löntäkä north=Epät south=Omas east=Keristi west=Arurua
Öllöödi north=Titülöhvelii south=Ipit east=Norha west=Haamaastaa
Sikenaa north=Karan south=Ettuksei east=Ääljüä west=Lällömürpis
Nevaanaas north=Sitamamupi south=Serööküüni west=Tema
Topa north=Müvünnes south=Tämenäilevüä east=Sälliri west=Lellastoopomen
Konarjis north=Neustalmas south=Toonerappa east=Ikikkemi west=Loommoo
Hövenüütemmä north=Eikikääji south=Oirkaa east=Röökä west=Hinisentila
Lamottoo north=Ärrikkä south=Pintäseppää east=Räätäljä west=Vesimua
Äüstäne north=Laapa south=Pesetua east=Alerheraa west=Linärvis
Laateka north=Nösin south=Müli east=Naarorti west=Vätistisimün
Kikasarukki north=Nöörüvähädää south=Nalmenontotte east=Lensepis west=Estöönä
Iskaapi north=Teleman south=Oostuun east=Väjüä west=Sümös
Surepaleji north=Jäppäntüüstä south=Aralkapa east=Taatienta west=Masus
Ooki north=Ekse south=Äätöön east=Akkepsaa west=Kenüste
Osaas north=Iten south=Näljine east=Ikri west=Itälküä
Atetitami north=Vettäleri south=Nitirrädös east=Auvoola west=Ruumme
Jena north=Aalti south=Ääskää east=Küssäälö west=Tiri
Atiipralas north=Oskotua south=Ettepipoora east=Neettoon west=Lörhä
Nesjökestin north=Änee south=Äärti east=Irältehede west=Melä
Äärre north=Süüsiji south=Onveksaskalkas east=Pimuulaan west=Ilüs
Äävehtööris north=Iläänüsikö south=Kässerpö east=Ähmähäskövää west=Lidarhoon
Öpüün north=Tääji south=Etsääppö east=Irirsaasva west=Käpsö
Enimaanuukkun north=Vöölänön south=Enenäs east=Kööve west=Irhajasisin
Enhina north=Kintüs south=Tironvaavi east=Noortutaatasi west=Lüsei
Tittiipe north=Asna south=Äkkürö east=Jinpaan west=Seletüülüte
Leskö north=Erö south=Itääs east=Äävöppüä west=Anoolva
Hallalara north=Okkookraa south=Tistirä east=Notusutaki west=Ahaarvavestoo
Kere north=Nototta south=Oodaan east=Takit west=Nängöjüs
Sätkää north=Adetki south=Äökälö east=Nurja west=Mirusuun
Nelejotsoni north=Äünilme south=Taates east=Täsi west=Jali
Onalla north=Poostaran south=Tavaahlin east=Älähäälästis west=Soluno
Äsöösätesää north=Sävöös south=Seetis east=Orisvanseka west=Antoo
Mäni north=Rönettä south=Rärjilkää east=Känöllösöö west=Küllän
Käänälääs north=Ääjä south=Sirre east=Äüvülen west=Täle
Touniletove north=Kälili south=Elaa east=Isätkün west=Noori
Tönsüütimin north=Ölmään south=Pakkarere east=Eesväähdää west=Ätsääs
Ervin north=Saske south=Ikoheedapei east=Anhitoo west=Ariminna
Taljo north=Saninte south=Sahtammitape east=Amma west=Pekään
Iteetin north=Äüsüä south=Eseteelä east=Lenen west=Innööske
Ijääs north=Tulaamistaisin south=Ama east=Aittisto west=Lönenösävä
Hüüsääkkikimä north=Tisa south=Ilääs east=Ausasa west=Äjäätis
Sesaatolmua north=Medini south=Äsintidää east=Hösrökesitte west=Ralkoo
Numesa north=Nestötüs south=Mötüüs east=Ittöösjä west=Äkäänjelemä
Jepas north=Ataapa south=Ajohdi east=Apsetse west=Irvi
Ruho north=Kenäs south=Laantes east=Linärvis west=Ata
Pissiepään north=Kepitäs south=Pingihdi east=Lota west=Tistieni
Sömüüpöövültin north=Taasi south=Lennevii east=Äärjürjäättüüt
Serä north=Kanti south=Ekkättää east=Anuustaa west=Össi
Rilitsaa north=Aatta south=Möninkös east=Sisjejaata west=Hititsikis
Nalesten north=Ooraako south=Lidi east=Titüünpä west=Emohtoo
Taasseskin north=Ivän south=Iman east=Evos west=Ilettüs
Audoo north=Naallaile south=Rila east=Ille west=Väköötki
Ovoos north=Asuunna south=Emmä east=Öve west=Täkin
Puhantonki north=Täntäke south=Iksirilmipa east=Sata west=Pejatas
Lostemaa north=Eeveekkä south=Ake east=Nana west=Raakaas
Oohee north=Vehuditano south=Akkakemmekki east=Täde west=Emmis
Etemi north=Isna south=Töjärjüsillän east=Öllirjüün west=Esuus
Aattalon north=Ölee south=Aurhe east=Havaa west=Ekä
Ihja north=Osa south=Atoone east=Öökirkö west=Tärjüvi
Jintinööpän north=Pöörjee south=Nerpaatohto east=Mirnäkkää west=Estuutantaa
Äpisä north=Ole south=Hünüürä east=Ihläme west=Ättääsös
Ääkekki north=Ahutos south=Kösä east=Ninere west=Mekatooka
Nida north=Tuustuntane south=Töösis east=Vivalkis west=Esti
Vuusie north=Pilme south=Aattodello east=Söövöös west=Särävää
Vule north=Ninhii south=Elärvä east=Länö west=Kappaliljikaan
Nukasanes north=Ösöön south=Ääppööläästäüdün east=Ärtä west=Sasten
Jisasuntalas north=Ääksä south=Epi east=Vinare west=Ijaan
Rärkes north=Äälmä south=Nilliltäs east=Elipi west=Ätkütäjänpüä
Taasala north=Riva south=Kivulin east=Siren west=Senisin
Litsellismo north=Ottaa south=Posaali east=Väselidööpön west=Ilinaan
Ättekkösüjis north=Hösääte south=Aadi east=Niräkä west=Atti
Äriküünintin north=Kona south=Näällüünnä east=Simmi west=Linsookke
Siruudas north=Satti south=Aatkaksa east=Intölüä west=Attedoo
Väri north=Nikkastolluksa south=Ontis east=Rilakunii west=Äppivädittääs
Laalittatisi north=Kiile south=Nitses east=Otoo west=Äädenjis
Imösläpelkän north=Ispürküün south=Lohjeli east=Iväke west=Ela
Tinakikuuvin north=Tääntijä south=Irorun east=Epöskähläite west=Ömesälä
Kehväjöö north=Ääntä south=Siilo east=Sijälkä west=Iküs
Inten north=Ädäättöteis south=Maltihkekusi east=Sensi west=Ikana
Aalmes north=Ekke south=Önüsmä east=Näskütä west=Nöötti
Rinjasli north=Tutaatastesi south=Ommuula east=Ervä west=Ämijä
Kättelentänö north=Aumirka south=Täräätärää east=Näästen west=Oskontudaksi
Kesterhä north=Kiräs south=Ihtä east=Nelkura west=Isvä
Kunolla north=Tintöi south=Ihmüöhälente east=Otte west=Ähis
Tästülötäänä north=Vaanen south=Ärjärüssili east=Siijeirää west=Äärkejimäs
Erte north=Äänisä south=Akkuuntaanaa east=Nännüülä west=Selua
Ittistettän north=Sisökkän south=Mottejan east=Nippärelö west=Taikalji
Henkiemöttäkä north=Rörepä south=Äsävä east=Nuulihti west=Kemen
Iha north=Amma east=Räärä west=Sahtammitape
Tootra north=Elmälitrintö south=Kökkürvüä east=Pakoo west=Artooraa
Itä north=Tastestoon south=Hänäpä east=Änepäävää west=Olmi
Sülihtä north=Linunhidola south=Naapata east=Öönestilerä west=Tinsii
Rentes north=Eennii south=Eehtön east=Kisüttä west=Varo
Löte north=Tehtimmesti south=Kivepoka east=Ivaa west=Aase
Hösrökesitte north=Alera south=Kemö east=Kälis west=Sesaatolmua
Makuutras north=Takistat south=Errenistepöö east=Vaasi west=Näpisi
Küsä north=Kiherkapsipet south=Iskosoo east=Sulillaarkas west=Ansava
Inuunnuunhaale north=Rislää south=Issi east=Äppivädittääs west=Oloo
Nehmidülükkö north=Pünkä east=Märtä west=Evüünten
Tehdääsöpsünä north=Aromattusa south=Tükerütä east=Nempipla west=Idö
Enopas north=Ilpäle south=Temaruumii east=Renaa west=Niroo
Sitarsa north=Ähüülväseen south=Nüsän east=Savaatastanten west=Ädepes
Elä north=Inista south=Iniksoostetta east=Sasena west=Öölkö
Etteensinila north=Lünän south=Irvilüüntintös east=Iirpurnetaa west=Öväkä
Naarven north=Täde south=Nuusallot east=Tärjüvi west=Akkakemmekki
Säänpe north=Arirjireva south=Püge east=Nipsässätä west=Irimötä
Inki north=Tääntössiläätün south=Käntälön east=Aupollaa west=Keinke
Takota north=Aate south=Olita east=Aavikkaalkaat west=Aaha
Ekketenoke north=Illä south=Hakke east=Sivinet west=Lilmä
Eejäs north=Aukkaa south=Envi east=Inva west=Nekseraada
Jooniti north=Ättö south=Kihtinoos east=Ärälä west=Ätkäänsirä
Tanaa north=Ääleksöndöösö south=Tüsirvä east=Naalmi
Lälisöntidis north=Jäkke south=Älätääs east=Eeresuttis west=Loontoo
Looskules north=Nämüä south=Naannale east=Senisin west=Taullane
Ööhmänä north=Autis south=Sönääküä east=Nösünä west=Näsäänkepsäpä
Jelä north=Ruuro south=Tanson east=Ekaasasovoon west=Elvila
Holaa north=Siilmapi south=Ikäs east=Möstöveltökkö west=Asiji
Enga north=Kertiloo south=Etömis east=Äödäänivöö west=Nevölüülüä
Vaalki north=Allottastista south=Toros east=Suolaahdive west=Nälitidär
Ruuturos north=Jüne south=Ettonna east=Nonas west=Surjadi
Ööstä north=Eraahi south=Äällätti east=Koppihi west=Etimineles
Hevisös north=Almusa south=Tittää east=Lites west=Isos
Lättänö north=Otutti south=Leevaalkoon east=Niloikua west=Ekki
Simmi north=Öngöö south=Ikäsi east=Sossi west=Äriküünintin
Neliturike north=Hivero south=Eera east=Ariktoo west=Itäsäs
Pönti north=Kitsülättevüä south=Ikeesöstüä east=Esumitehve west=Öpäättä
Menesta north=Kivuuttaakan south=Räsei east=Laavukaa west=Mäsöölütsemös
Aadisa north=Küsölki south=Lüüstisüüntissi east=Iraas west=Kotte
Reskaan north=Atesotas south=Niirrö east=Ikannusanti west=Niirihjolkeda
Teihmapsa north=Aallastosi south=Eserun west=Entive
Ohuutte north=Tenäjä south=Sülvüühö east=Irvötti west=Simodoolvi
Lällömürpis north=Äväs south=Säski east=Sikenaa west=Ekkäs
Akiraahena north=Nüütrüvä south=Lännäänän east=Iska west=Assa
Äteelöön north=Pürinnüün south=Killinhelleshe east=Nuhdeponikke west=Äkirji
Ästömää north=Näärönes south=Käählein east=Äntee west=Öterti
Hörnööngi north=Arurua south=Eikülö east=Omas west=Elüsköörsä
Lina north=Istös south=Mirärää east=Ereliule west=Eton
Sönpi north=Korelkoohtilaas south=Helmoitte east=Relurruhtaanka west=Elmini
Kätädö north=Valelolmi south=Möölä east=Lekke west=Neksä
Eloo north=Okkun south=Tälli east=Elüüstäntöö west=Pöntön
Aunles north=Tamirpenti south=Oovessistas east=Köstenti west=Lärjüüs
Ruhmuppoo north=Iräräs south=Atikaa east=Äme west=Riliksos
Sööppö north=Äläsällöölä south=Navaanni east=Seksää west=Pekakahinno
Ööskölän north=Lojaahdi south=Akkalua east=Kervole west=Aasto
Äülkäte north=Tontuuson south=Sepua east=Jisentis west=Saammannulta
Kookkaa north=Tarkesaaji south=Miras east=Inellenna west=Tekkoki
Eme north=Käküke south=Äädenjis east=Kiile west=Tiitti
Ispo north=Pelli south=Söte east=Taangit west=Löntüüs
Ellä north=Ritete south=Küste east=Attaamoos west=Luhossua
Ätsööti north=Äälläähtiinti south=Eskärjüä east=Tilloturhe west=Äätä
Pavuvekkis north=Tori south=Ijöni east=Sihti west=Rekis
Ääskistöüppi north=Pote south=Oola east=Tulkaka west=Kaahkuujua
Enhi north=Vaates south=Iköidööpälö east=Ettäppömötin west=Orra
Samua north=Satseho south=Havehti east=Ösüvini west=Säkütküä
Äki south=Arjan east=Äksüngän west=Ääsmi
Enküün north=Äünäsöüpänään south=Aiksiri east=Linesse west=Äsi
Öhmäälän north=Tiliihängäärjään south=Nimän east=Sülenvöö west=Äälive
Aupollaa north=Onnees south=Nülkööde east=Sulvuodaa west=Inki
Ooleeton north=Eteta south=Öljin east=Etäskä west=Lillua
Täkrinjäärürö north=Äüdüürelüä south=Kitan east=Ääli west=Kevalihva
Estaanaa north=Ahkaa south=Süvä east=Apattivan west=Austo
Mekaanunte north=Attoomaakkaatta east=Ketänsün west=Anta
Äveni north=Honaa south=Ekkenataastaan east=Öslilti west=Nidäältä
Könmä north=Ippää south=Lenen east=Ötäälinäälpes west=Äüsüä
Äppöhi north=Intääs south=Appaames east=Nentaama west=Pooluhtajis
Mänödö north=Nühös south=Kideesmellö east=Livan west=Sätüstööhe
Jöstäppüä north=Irää south=Oskakka east=Ija west=Nävättöles
Nerit north=Eetäli south=Koolkoo east=Iji west=Ihinsärä
Vivimääkänkäs north=Sene south=Akka east=Orvaaniinolas west=Aareksarraasa
